image_id,PredictionString
5ef0d0b605f39b09df42d293e87971e3,3 0.0 0 6 1045 381 11 0.0 436 2297 534 2402 8 0.0 1820 129 1871 164 11 0.0 2130 2320 2233 2414 8 0.0 1716 129 1779 176 14 0.91932675242424 0 0 1 1
2e72c2566be0f82a09336a05d58499af,14 1 0 0 1 1
62c427184e17db926037ce718ed2d202,11 0.0 2225 1882 2470 2267 0 0.0 1358 556 1930 1081 10 0.0 2274 1863 2470 2236 0 0.0 1587 574 1767 825 11 0.0 1625 257 1794 354 3 0.8 1118 1405 2296 1918 0 0.8 1461 556 1767 923
9c424665bf74063ddb60cddbfa76c20f,14 1 0 0 1 1
2ba3fde405e8f849abba2c8e87857626,11 0.0 867 487 1191 571 9 0.0 506 1185 1045 1412 10 0.0 429 1224 1113 2016 7 0.0 899 537 1218 1119 0 0.0 949 670 1752 1396 10 0.0 1889 1628 2144 2199 9 0.0 301 2581 370 2803 9 0.0 2003 1047 2080 1130 7 0.0 547 1174 1095 1662 9 0.0 319 2559 365 2747 11 0.0 611 587 840 831 10 0.0 452 1180 1081 1601 6 0.0 1674 753 2144 1822 11 0.1 1757 587 1925 764 9 0.1 488 1163 1122 1640 7 0.1 1743 847 2126 1750 9 0.2 315 2570 401 2836 3 0.3 662 1252 2062 2205 0 0.8 1360 753 1734 1208 14 0.09828938252758236 0 0 1 1
7324a6d2f3cdb80878587b427f6df871,8 0.0 1278 35 1358 129 11 0.0 1988 2074 2092 2332 9 0.0 991 855 2029 2350 0 0.6 1123 1061 1559 1477 14 0.09599735122174023 0 0 1 1
0171021638f9272a34a41feb84ed47a0,14 1 0 0 1 1
d5929a39b7527fc0e78f80b8a15f3a0f,13 0.0 293 720 432 832 13 0.0 117 579 626 1271 13 0.0 432 630 599 844 13 0.0 432 574 666 771 11 0.0 1066 461 1278 518 8 0.0 1269 911 1309 939 13 0.0 1215 765 1323 911 13 0.0 324 714 644 917 13 0.0 293 956 378 1029 13 0.0 369 771 477 838 13 0.0 212 788 364 979 13 0.0 288 967 355 1007 11 0.0 608 456 774 501 13 0.0 306 996 400 1057 13 0.0 252 506 756 1057 11 0.0 414 484 608 585 13 0.0 423 602 599 726 0 0.0 927 810 1161 1136 13 0.0 441 619 549 692 13 0.1 220 889 414 1091 11 0.1 446 456 711 568 13 0.1 288 675 481 894 13 0.1 265 973 378 1063 11 0.2 508 456 742 506 13 0.2 194 973 365 1125 13 0.5 333 748 450 849 13 0.5 234 759 450 1035 13 0.6 351 568 698 900
28119d05971cf37e7709c53a5e45c3a8,14 1 0 0 1 1
703f3e88b76dc44678a08cc71e2e23be,14 1 0 0 1 1
ca647ee01080d09ddf7855aa4a09a7a0,14 1 0 0 1 1
90fcb945ce4bd77f9d7eb0cf3b7c0c75,14 1 0 0 1 1
2c833f17b079546235157db9e70304ef,11 0.0 1460 576 1580 688 11 0.0 740 488 924 547 11 0.0 700 483 856 522 11 0.0 1700 2090 1776 2173 11 0.0 568 513 720 576 10 0.0 1712 2090 1776 2178 13 0.0 540 698 664 771 11 0.0 1064 5 1256 54 11 0.1 804 513 936 557 11 0.1 300 2065 364 2173 3 0.1 800 1504 1612 1992 10 0.1 296 2070 360 2173 11 0.3 544 518 676 615 14 0.7417010664939879 0 0 1 1
a4bb549a594457090a24f663d38e314d,14 1 0 0 1 1
8861966283668b026211d4789e556e32,14 1 0 0 1 1
6ddfbc87602afc5ef112b401637ef3ae,14 1 0 0 1 1
b5da01c47f383175b34189c9e0a604fc,14 1 0 0 1 1
780f385ed80d16130dad48d823b1ee0f,14 1 0 0 1 1
27ab751530d2e92cd18dd82d47ac22d8,14 1 0 0 1 1
cfb23f265ba1ca551b0fbb8720e30e6d,14 1 0 0 1 1
22e777d8cb8506360407e800070e6ed4,11 0.0 1332 193 1705 498 0 0.0 1272 556 1558 861 11 0.1 2060 1776 2143 1926 11 0.2 1383 203 1669 374 14 0.6065274700522423 0 0 1 1
afef521082fd36f187a774250d41534b,7 0.0 1807 1202 2254 1933 9 0.0 1798 1773 2122 2061 0 0.0 1268 571 1547 836 11 0.0 1455 271 1834 410 3 0.0 1305 2066 2254 2731 11 0.0 265 316 579 687 13 0.0 383 1063 648 1224 13 0.0 493 676 693 875 13 0.0 1843 1191 2053 1512 8 0.0 351 1064 621 1241 13 0.0 1953 1374 2021 1435 13 0.0 429 604 725 958 13 0.0 1775 1019 1989 1263 5 0.0 301 1041 712 1795 7 0.0 680 366 922 676 6 0.0 1652 742 1985 1174 6 0.0 246 1019 703 1822 8 0.0 1976 1374 2026 1407 13 0.0 1743 1180 1893 1363 13 0.0 1706 980 2094 1562 8 0.0 1966 1368 2044 1446 13 0.0 1665 748 1998 1174 10 0.0 9 2155 82 2260 5 0.0 1597 532 2007 1241 13 0.1 1743 1080 1998 1407 11 0.1 9 2149 82 2260 8 0.1 543 720 675 825 13 0.1 525 715 662 831 6 0.2 1597 559 2035 1374 8 0.2 1971 1385 2030 1429 5 0.3 224 726 780 2011 13 0.5 547 421 894 875 13 0.5 1624 532 2044 1595 14 0.5734611973166466 0 0 1 1
d41d8830d84bbbbce9584a341d0bf2e5,14 1 0 0 1 1
dfd36190ad458c42961cf295a729aba5,14 1 0 0 1 1
4988a69766a1c59921d0b747dab42457,6 0.0 1487 1080 2035 1966 9 0.0 935 687 1323 1917 13 0.0 1474 637 1816 1202 9 0.0 1182 737 1506 2011 9 0.0 917 1368 1346 2459 5 0.1 251 1097 830 1800 5 0.2 214 626 908 1972 5 0.2 1460 582 1994 2038 9 0.3 858 742 1433 2565 14 0.11716602370142935 0 0 1 1
bbded36443480f20efc2a93c6c353369,11 0.0 244 1034 497 1699 9 0.0 830 317 1620 1730 0 0.0 1163 553 1561 988 10 0.0 328 1591 577 1791 11 0.0 1700 307 1988 409 3 0.0 706 1218 1939 1740 10 0.0 1978 1238 2272 1607 3 0.0 701 1325 1511 1689 5 0.0 1794 691 2301 1545 10 0.0 1819 798 2381 1755 6 0.0 1789 722 2366 1704 10 0.0 89 1382 457 1883 7 0.0 328 1325 611 1668 10 0.0 1968 1290 2446 1965 10 0.0 318 1341 731 1709 7 0.1 1799 1177 2326 1673 10 0.1 124 1433 795 1909 7 0.1 1765 701 2366 1719 11 0.1 2093 1223 2396 1632 10 0.1 318 1530 825 1822 7 0.1 1471 1080 1929 1638 7 0.1 800 640 1128 1044 10 0.2 1839 1172 2371 1617 7 0.3 348 1182 800 1678 7 0.3 1461 1126 2396 1755 10 0.6 1630 1233 2361 1858 10 0.7 2043 1259 2396 1699 14 0.059615999343805015 0 0 1 1
3cc51f95d2d193e231d6cdab5b423243,14 1 0 0 1 1
022a62478444fedf2dea1ba91aafdc48,11 0.0 1200 336 1452 396 3 0.0 1152 1386 2256 1848 14 0.8540810346603394 0 0 1 1
3b9dc61181ac4c1d78d2ad1431a75a9e,14 1 0 0 1 1
79558608235e4a27758e516419f54bc2,14 1 0 0 1 1
5d29e7137d24e923a347d54eb81eefcd,14 1 0 0 1 1
18beac8a923ed6b1e08cb5a631a73e76,5 0.0 2322 1662 2646 1860 11 0.0 900 366 1242 492 11 0.0 1044 348 1398 414 8 0.0 1236 1194 1296 1242 11 0.0 1794 372 2178 450 13 0.0 2370 1686 2604 1854 3 0.3 1248 1536 2376 1932 14 0.4652647711336613 0 0 1 1
90ff0f6edbdb16fdeeaf3a8471f576ff,2 0.0 611 1267 693 1310 11 0.0 693 351 896 399 2 0.0 662 1267 701 1310 8 0.1 662 1267 697 1305 12 0.1 273 157 981 2221 9 0.2 214 327 1020 2112 14 0.911700375378132 0 0 1 1
703cd1b366d83f31d96b478a41dc1b2c,14 1 0 0 1 1
1aa44e88c12853c45ac703f24309ac3e,11 0.0 1860 438 2074 564 14 0.897810310125351 0 0 1 1
48170b1f039b7cd08841af54449b5018,14 1 0 0 1 1
b7c7ddcf253b397213116453bb085158,8 0.0 2121 974 2261 1115 11 0.0 2251 2347 2489 2691 13 0.0 395 576 1158 1214 5 0.0 411 552 1201 1226 8 0.0 379 864 552 1017 13 0.0 352 717 757 1091 7 0.0 379 858 563 1011 13 0.0 379 864 557 1036 8 0.1 2164 1042 2234 1103 11 0.1 2294 2403 2445 2623 14 0.8750583231449127 0 0 1 1
f91f6cc13266b906c5840fbb73efd9b5,8 0.0 1632 1538 1700 1582 13 0.0 404 815 528 913 11 0.0 712 410 864 449 0 0.4 1048 728 1272 967 14 0.8245380073785782 0 0 1 1
b2fe1b518082afaf61e01159ac62b661,0 0.0 1270 696 1573 996 13 0.0 1617 1620 1974 1860 3 0.0 948 1518 2004 1932 11 0.0 630 342 804 420 14 0.8006282672286034 0 0 1 1
54a6bb5b22305b51f9a17728202d1180,14 1 0 0 1 1
73a47bff27e977dc25c0b2cd4a470eea,14 1 0 0 1 1
9d24b6b093579f86101c4760c7808986,11 0.0 836 281 1203 376 0 0.0 1271 491 1841 1026 3 0.0 367 1556 2293 3124 5 0.0 1966 969 2576 1626 6 0.3 2056 1039 2536 1594 0 0.7 1452 555 1791 918 3 0.8 988 1243 2225 1658 14 0.07064909022301435 0 0 1 1
9e8a5a85012b7b8c5dd164382d93e089,13 0.0 1926 1615 2038 1674 5 0.0 1520 1439 2071 1952 13 0.0 1609 1759 1852 1898 11 0.0 550 219 1012 396 0 0.0 1241 652 1544 989 2 0.0 1287 652 1525 952 3 0.0 970 1449 2015 1973 8 0.0 1973 877 2029 936 14 0.5893480405211449 0 0 1 1
cdd5481fd9376b5e7828aec48799255a,14 1 0 0 1 1
499855f7f211a8f2a5142182f1c6c177,14 1 0 0 1 1
79b6946338c30268ead5a6253484f852,9 0.0 1384 1675 1960 1826 11 0.0 1312 498 1516 547 11 0.0 604 547 828 586 0 0.4 1072 869 1304 1094 14 0.5753917023539543 0 0 1 1
f1af2617d49d2b413f6356860972c52f,14 1 0 0 1 1
1c0edcab874f51772ec86ac6405a0a69,10 0.1 185 2301 276 2452 11 0.1 176 2295 271 2457 14 0.906041756272316 0 0 1 1
b5db31329914f79adc2225e63238e057,14 1 0 0 1 1
e7ec9f012b2c254deafe673333099553,14 1 0 0 1 1
7f6b660751fb873941366907f14d16d3,11 0.0 1324 361 1508 420 13 0.0 476 752 612 820 7 0.0 1568 1870 1916 2061 11 0.0 1312 376 1604 454 13 0.0 496 684 692 859 13 0.0 412 1494 648 1655 11 0.0 672 430 824 493 11 0.0 1384 352 1536 396 8 0.0 496 1533 576 1577 11 0.0 600 439 784 552 8 0.0 452 1543 560 1626 7 0.0 1820 1953 1912 2070 8 0.0 476 1519 588 1602 0 0.0 1244 791 1360 977 11 0.0 1300 381 1448 454 13 0.0 500 1519 588 1587 13 0.0 1688 723 1808 776 9 0.0 1812 1953 1912 2061 9 0.0 276 1636 428 1812 11 0.0 1464 347 1704 464 13 0.0 512 737 664 820 11 0.0 680 405 892 479 8 0.1 304 1670 412 1787 3 0.1 724 1343 1824 1973 11 0.1 768 420 920 479 9 0.1 300 1680 408 1787 2 0.2 1248 791 1376 977 11 0.3 636 415 860 527 2 0.3 1168 776 1380 1025 11 0.4 1348 342 1656 435 0 0.7 1144 776 1372 1011
c16c47a1f9a2a3e3b5c85338ad2ff317,9 0.0 9 833 382 956 13 0.0 1854 636 1962 765 11 0.0 1552 242 1791 360 11 0.0 760 225 1048 337 13 0.0 688 602 864 709 3 0.0 887 1434 1863 1890 0 0.0 1309 742 1557 1080 11 0.1 733 231 949 394 14 0.05994585691951215 0 0 1 1
3b68bc60f5353a7f3a8c30a99ed5cc3f,14 1 0 0 1 1
da89d223c87e21b2a7d4a1930541177c,14 1 0 0 1 1
662b95447b40328a6844834af8835fd2,14 1 0 0 1 1
3f2dcbb885cf38e7b07d29785d81215e,14 1 0 0 1 1
8ca35bde756454ae2789f75ad12dfa1a,14 1 0 0 1 1
844e0124406c3b8ede871974d4df8fc9,14 1 0 0 1 1
57c89de7d680ee5e4a85d047c68b6050,14 1 0 0 1 1
7441457f4e2b2eba4682470448f256c1,14 1 0 0 1 1
e37e6945fda3fe8118a033cc43b247fb,9 0.0 768 1133 1480 2363 13 0.0 360 698 512 762 14 0.8927498608827591 0 0 1 1
4d60dedd8acc1fc0c83596e2a0c6d0df,14 1 0 0 1 1
eac03ab96bf30dcb4f35094b6ffd2cf9,0 0.0 1165 655 1719 1011 9 0.0 785 506 1632 2176 8 0.0 443 1622 525 1675 3 0.0 799 1324 2114 2027 14 0.7557839304208755 0 0 1 1
696b2f74de8b69decbb4f884b77c7429,11 0.0 584 259 748 337 11 0.0 600 254 848 317 10 0.0 1744 1807 1824 1899 10 0.0 300 1841 356 1924 11 0.0 292 1841 352 1924 0 0.0 1136 430 1284 586 11 0.0 1184 225 1360 322 9 0.0 1596 1509 1680 1606 8 0.0 1600 1504 1684 1602 11 0.0 1740 1807 1828 1895 0 0.5 1076 435 1280 679 14 0.6652347296476364 0 0 1 1
730f25f4ac6b4fd10d9cf582494c911e,14 1 0 0 1 1
a868475eb59e09a1fc9d6d5c12511d43,11 0.0 772 172 1062 231 11 0.0 1504 157 1819 236 9 0.0 1760 1149 2045 1345 9 0.0 1062 1517 1553 1969 2 0.0 1691 1061 1785 1159 9 0.0 1686 1051 1794 1164 0 0.0 1072 481 1740 1105 9 0.1 983 1139 1494 2087 5 0.1 290 344 1052 1782 9 0.2 973 373 1681 1964 0 0.7 1288 555 1691 1016 3 0.8 973 1355 2222 1935 14 0.511247381567955 0 0 1 1
9cef6970daacf97ee86d7b9bf54034a5,14 1 0 0 1 1
5644031df0b3584a477f0454acb7b291,10 0.0 1779 1529 2258 2138 10 0.0 310 1684 817 1872 7 0.0 456 1617 876 1739 11 0.0 684 587 1040 654 7 0.0 1474 1451 1916 1817 0 0.0 1214 964 1533 1302 10 0.0 1770 1628 2021 1800 5 0.0 1702 1058 2131 1684 11 0.0 1743 659 1953 836 13 0.0 511 1617 862 1723 10 0.0 187 1756 593 1994 13 0.0 1469 1496 2090 1872 10 0.0 182 1651 388 2011 9 0.1 242 1723 935 2138 7 0.1 292 1623 931 1828 10 0.1 1921 1623 2108 1861 9 0.1 310 1628 922 1811 13 0.1 338 1595 913 1772 11 0.2 1734 593 1907 781 7 0.3 1533 1579 2099 1911 10 0.3 219 1734 342 1922 7 0.4 1743 1640 2035 1817 10 0.5 1770 1623 2117 1911 10 0.5 228 1712 949 2121 10 0.5 1574 1584 2126 2016 14 0.4139253497123718 0 0 1 1
3ad9881c5d75a15454c6c9336362fd46,11 0.0 903 432 1121 504 11 0.0 442 2898 566 3072 13 0.0 769 618 853 702 11 0.0 789 438 1067 492 11 0.0 1488 402 1806 474 11 0.0 650 420 848 588 8 0.3 769 624 853 708 14 0.7812520489096642 0 0 1 1
2a7079dd9e08df7d5ec7db974003d97a,14 1 0 0 1 1
52e03964d4f942fc325a3154e88c4289,14 1 0 0 1 1
c057d680cc5c76dc89f01c5945267508,14 1 0 0 1 1
95eb9d1e5697e1c665253e05dcf5a464,14 1 0 0 1 1
b9182fc1e8c26b2642e8cb47ead586c7,14 1 0 0 1 1
56e3aa531cd2b4c2a597657ce69bea4f,9 0.0 1395 1507 2088 1901 9 0.0 923 546 1156 1114 10 0.0 203 1434 860 2149 13 0.0 1566 1322 1845 1536 13 0.0 405 1333 531 1417 13 0.0 481 1440 648 1519 13 0.0 414 1266 689 1463 8 0.0 1355 956 1634 1339 10 0.0 252 1524 783 1884 10 0.0 1435 1755 2088 2031 13 0.0 396 1322 648 1429 10 0.0 261 1547 450 1727 11 0.0 1935 1491 2061 1699 7 0.0 441 1446 720 1575 3 0.0 356 1519 1323 2008 9 0.0 954 619 1111 996 8 0.0 1399 967 1561 1237 10 0.0 283 1598 382 1761 13 0.0 1597 1373 1957 1575 11 0.0 1265 534 1566 653 11 0.1 648 551 954 647 10 0.1 306 1564 391 1716 11 0.2 1976 1738 2088 1907 10 0.2 1980 1732 2084 1912 7 0.2 734 776 1071 1642 13 0.2 441 1412 706 1552 3 0.6 729 1254 1705 1721 0 0.8 1152 759 1593 1305
deb72391b998de457c5132511a3af7e1,14 1 0 0 1 1
9ab8268a94a58960cf1045e60a2d71a3,3 0.0 183 1213 1282 1795 9 0.0 1241 1435 2003 2398 9 0.0 146 1241 789 1700 3 0.0 643 919 1811 1473 3 0.0 602 1562 1916 2520 11 0.1 1478 321 1752 471 3 0.2 14 1401 1455 2337 14 0.2182619757950306 0 0 1 1
d1513313aac44e0ee8a2372ac2a72923,2 0.0 1569 1280 1622 1375 11 0.0 645 381 1025 518 9 0.0 231 1714 905 2000 11 0.0 1376 411 1689 548 3 0.3 804 1714 1925 2137 0 0.8 1261 786 1559 1185 14 0.2639909815043211 0 0 1 1
b23600f7395ee996cea6c96faed17927,11 0.0 1165 354 1620 697 9 0.0 2268 765 2304 855 11 0.0 477 394 990 754 13 0.0 252 1519 891 1969 9 0.0 2034 793 2119 962 6 0.0 1652 1311 1913 1631 13 0.0 504 1603 828 1733 11 0.0 625 472 945 619 0 0.0 968 883 1480 1350 9 0.0 783 22 1215 619 9 0.0 923 371 1220 1249 11 0.0 508 473 783 563 11 0.0 1278 394 1625 506 7 0.0 1656 1238 2097 2098 13 0.0 333 1575 805 1811 6 0.0 1687 1086 2074 2064 13 0.0 423 771 603 956 13 0.0 549 1581 792 1671 11 0.1 1220 405 1548 574 13 0.1 441 793 688 1074 11 0.1 1665 495 1872 743 5 0.1 1395 681 2079 1929 13 0.1 472 821 810 1147 10 0.2 1620 1401 2151 2121 6 0.2 1674 1221 2021 1732 3 0.2 850 1575 1863 2109 11 0.2 563 450 891 568 5 0.2 1624 973 2048 1873 10 0.6 1818 1507 2097 2025 0 0.8 1156 844 1476 1221
a18bff6167ed3c03d4135439c2fa4242,14 1 0 0 1 1
6959b17325347f030bc39218814e23b5,8 0.0 2352 2454 2388 2514 9 0.0 750 2250 810 2316 9 0.0 2340 2436 2394 2514 9 0.0 2298 2370 2346 2430 13 0.0 906 672 1074 762 0 0.0 1320 600 1944 1176 11 0.0 2346 1878 2430 2004 5 0.0 696 1332 1128 1830 13 0.0 2046 1344 2190 1446 11 0.0 1638 366 1890 486 0 0.0 1662 684 1818 882 11 0.0 1146 306 1368 354 11 0.0 1080 318 1308 372 10 0.0 636 1944 720 2040 2 0.0 1728 726 1818 900 11 0.0 642 1944 720 2046 11 0.0 1182 312 1446 426 13 0.1 1860 486 2256 744 3 0.1 1116 1482 2148 1842 11 0.1 1686 330 1908 444 2 0.2 1620 690 1824 900 11 0.3 1020 306 1380 384 0 0.7 1590 678 1830 972
6e07fab2014be723250f7897ab6e3df2,0 0.0 1662 804 1962 1152 9 0.0 2778 1404 3048 2220 14 0.8967557102441788 0 0 1 1
73dba107969801cde6ff7bfe518274b2,9 0.0 312 1362 736 1475 9 0.0 1196 1436 1824 1592 11 0.0 1184 337 1408 420 14 0.8201980143785477 0 0 1 1
4e6269ee38f7c8afc70792e62d0a05e8,14 1 0 0 1 1
5f465c42b5dabad92561ebc83310755f,11 0.0 1548 192 1761 246 14 0.9030251055955888 0 0 1 1
512ab0e4091190c453987236dd18c14e,14 1 0 0 1 1
88555f70eddbd1b7f5153f78c180a3f3,13 0.0 1770 1673 1985 1905 7 0.0 388 665 794 1263 8 0.0 497 731 703 919 8 0.0 447 1047 625 1219 13 0.0 374 643 821 1418 11 0.0 1921 1917 2035 2083 8 0.1 465 703 748 1047 10 0.1 1934 1928 2035 2083 13 0.1 1816 1717 1953 1817 8 0.1 397 643 894 1584 6 0.1 397 643 899 1595 7 0.1 360 731 912 1584 14 0.4585797544568777 0 0 1 1
20d208807c641afba1698d8f35aa8713,14 1 0 0 1 1
24151df5b3919093e2c97bc6647260fb,11 0.0 1469 336 1685 492 11 0.0 614 284 843 445 11 0.0 1295 289 1718 549 11 0.0 718 275 975 383 0 0.3 776 516 1494 1132 11 0.3 1341 322 1668 459 0 0.5 1046 606 1494 1046 11 0.6 635 260 1029 421 3 0.7 631 1141 1698 1591
7bab78cfe1dc3376741a24ac708d75be,9 0.0 198 54 852 534 9 0.0 1290 204 1350 258 8 0.0 1296 210 1344 258 11 0.0 1836 432 2064 504 9 0.0 570 2874 624 2952 9 0.0 1758 288 2250 630 13 0.0 12 1236 408 1740 11 0.0 498 1890 798 2244 8 0.0 678 1836 726 1872 8 0.0 570 2880 624 2958 6 0.0 684 966 1128 1380 11 0.0 1032 372 1392 468 10 0.0 516 1902 792 2256 13 0.0 2022 732 2388 1350 13 0.0 654 720 1164 1464 7 0.0 2160 2124 2364 2244 7 0.0 2010 804 2418 1326 9 0.0 636 720 1170 1452 2 0.0 570 1560 1020 1908 7 0.0 672 834 1122 1404 9 0.0 576 606 1440 2070 5 0.1 564 672 1524 2232 8 0.1 696 900 1092 1338 9 0.1 624 1584 960 1872 11 0.1 534 1992 720 2232 13 0.1 570 744 1404 2064 8 0.1 750 984 990 1200 13 0.1 24 1506 414 1716 13 0.1 2160 2130 2358 2250 7 0.1 1890 594 2484 1422 6 0.1 1968 660 2478 1398 7 0.1 630 1572 978 1872 13 0.1 618 1548 972 1902 11 0.2 1782 408 2190 552 6 0.2 564 714 1464 2172 11 0.3 1800 402 2328 636 13 0.3 1914 576 2478 1458
3e00c13e8222abbd2c177f4d95d6d718,14 1 0 0 1 1
ffaa288c8abca300974f043b57d81521,11 0.0 1510 266 1961 728 10 0.0 2076 1647 2254 1895 9 0.0 2417 1814 2474 1924 11 0.0 2128 1363 2328 1918 10 0.0 1761 1733 2170 2011 10 0.0 2165 1219 2401 1976 10 0.0 1929 1138 2401 2132 10 0.0 1877 1716 2275 2086 11 0.0 1552 266 1877 428 9 0.0 2322 1797 2438 2028 10 0.0 2097 1387 2317 1918 13 0.0 1824 1023 2275 1849 6 0.1 1740 994 2286 1843 7 0.1 1793 1005 2265 1855 11 0.1 2034 1202 2349 2068 10 0.3 1698 1595 2328 2126 11 0.5 1484 243 1987 497 9 0.6 2390 1808 2485 1993 10 0.7 1971 1508 2349 2045 14 0.7235378492623568 0 0 1 1
e802d767e46566f02727d69836cc76cb,14 1 0 0 1 1
89f132e2e7c2ba998aca172c2ac942b6,14 1 0 0 1 1
f1bf11a8a2164e6adc930df26a5dd75e,14 1 0 0 1 1
a81511be3f69b30f5d04989b3b2319f0,14 1 0 0 1 1
b45de8c5c4a5ec655fe0d6250a45c218,11 0.0 584 546 826 702 10 0.0 214 1576 448 1846 5 0.0 351 864 732 1690 11 0.1 249 1623 393 1813 10 0.1 245 1609 393 1799 0 0.1 1013 840 1250 1111 11 0.5 537 513 900 750 14 0.6245418787002563 0 0 1 1
7c56886a38be164d138314b50e7a20a3,14 1 0 0 1 1
037503b94eb68a16587a78bce365e681,9 0.0 0 951 327 1701 0 0.0 1007 521 1633 1036 9 0.0 0 1095 100 1679 9 0.0 159 1552 245 1616 9 0.0 118 1456 880 1892 9 0.0 299 1350 952 1637 7 0.0 1846 1541 2249 1924 0 0.0 1302 574 1537 850 2 0.0 1488 850 1565 957 3 0.3 844 1180 2036 1754 0 0.8 1252 547 1578 988 14 0.3595366477966309 0 0 1 1
bbd308679b0ad1c2891ed0e90c732b6a,8 0.0 451 1192 496 1223 13 0.0 1454 181 1560 272 13 0.0 459 693 516 734 13 0.0 544 281 743 598 11 0.0 548 208 845 313 13 0.0 1422 249 1580 426 11 0.0 650 181 882 249 11 0.0 520 190 760 498 13 0.0 609 390 743 594 13 0.0 508 258 890 711 11 0.1 504 168 776 331 11 0.1 1430 168 1552 240 9 0.1 93 222 930 1989 9 0.5 1117 172 1983 2007 13 0.6 609 313 804 725 0 0.8 1020 489 1316 865 14 0.2256868872791529 0 0 1 1
8d87354fed4d79fe6e33267600d66adf,14 1 0 0 1 1
493d5f75237e5b3ee1846c170a393411,13 0.0 413 749 590 840 2 0.0 1473 790 1642 1012 9 0.0 1159 476 1291 709 8 0.0 1522 891 1580 942 8 0.0 1687 1468 1753 1595 13 0.0 1675 1544 1856 1741 8 0.0 1683 1615 1733 1681 11 0.0 1774 2060 1881 2217 13 0.0 1720 1590 1831 1701 9 0.0 1205 562 1271 618 2 0.0 1419 744 1699 1104 13 0.0 1629 1569 1757 1686 8 0.0 1584 1817 1621 1853 8 0.0 1468 1235 1502 1276 9 0.0 1192 542 1258 608 13 0.0 776 466 874 739 11 0.0 619 359 788 410 8 0.0 1535 1281 1580 1321 2 0.0 1547 952 1654 1073 8 0.0 1563 1169 1596 1195 9 0.0 1378 1423 1460 1499 8 0.0 1543 952 1667 1073 13 0.0 400 719 676 871 9 0.0 1502 1200 1844 1807 10 0.0 1757 2126 1856 2268 8 0.0 1543 1296 1567 1316 13 0.0 804 481 862 587 11 0.0 775 365 912 425 11 0.0 1204 415 1365 496 13 0.0 1695 1529 1807 1681 8 0.0 1658 1448 1766 1635 13 0.0 1279 521 1514 840 13 0.0 433 780 499 825 2 0.0 1341 592 1448 785 9 0.0 1625 1499 1774 1666 11 0.0 1605 1944 1724 2121 2 0.0 1609 1969 1708 2071 2 0.0 1617 1493 1778 1671 8 0.0 437 780 495 815 13 0.0 1592 1438 1774 1671 9 0.0 1328 602 1452 800 8 0.0 1514 861 1625 1033 8 0.0 1378 1428 1448 1504 2 0.0 1506 866 1658 1073 8 0.0 1700 1585 1737 1645 13 0.0 1654 1478 1757 1650 9 0.0 1580 1377 1790 1711 11 0.0 1221 405 1473 486 8 0.1 606 719 755 916 8 0.1 1699 1488 1741 1569 8 0.1 1609 1316 1650 1357 8 0.1 1506 1073 1539 1114 2 0.1 1522 866 1601 952 13 0.1 598 729 726 881 13 0.1 491 734 771 906 13 0.1 578 405 924 1007 0 0.1 1073 800 1312 1109 9 0.1 1221 552 1262 608 13 0.1 1745 1605 1836 1666 8 0.1 1625 1625 1658 1671 8 0.1 1526 861 1605 937 12 0.2 70 435 936 2248 13 0.2 590 683 821 952 8 0.2 1221 552 1262 608 8 0.2 1704 1610 1737 1645 2 0.2 586 704 776 952 11 0.2 1761 2116 1864 2248 11 0.2 1625 1990 1699 2066 8 0.3 1704 1498 1745 1529
1b6a707131f787fe37d3ea40d2011d43,11 0.0 762 284 1057 343 11 0.0 2202 2845 2458 2998 11 0.0 5 2880 133 2993 13 0.0 624 621 752 733 11 0.0 669 272 998 361 3 0.0 831 1473 1927 1904 11 0.0 2414 2851 2507 3004 14 0.8712828755378723 0 0 1 1
c8b11df73b43cb08a60ffe48d4738297,14 1 0 0 1 1
1deb5e6595022e9cad8cb8fb00863e8f,14 1 0 0 1 1
ae9c7e52d8a31c3898dcd1bcf7a6f19f,14 1 0 0 1 1
912a20a92e3eec09b59aad46c4451241,14 1 0 0 1 1
902475b417c3d15c12706001292aa02e,14 1 0 0 1 1
58d76e6dae9bbb3a24fe79f771b735a6,13 0.0 511 408 604 504 5 0.0 506 403 775 776 13 0.0 549 408 613 474 13 0.0 506 378 766 736 13 0.1 536 388 681 585 0 0.2 1128 605 1375 907 14 0.7895577847957611 0 0 1 1
7d6d84f1373f54e8b4a7c72e4b0be842,14 1 0 0 1 1
751a2e7d04ad1296c7d0a9f9eabde0d8,14 1 0 0 1 1
98734f45cdc062d160228410a8da696d,0 0.0 1752 1176 2040 1542 13 0.0 972 810 1530 1338 5 0.0 2196 1698 2568 2208 6 0.0 1002 780 1548 1302 6 0.0 2202 1740 2610 2256 8 0.0 2184 1170 2490 1584 11 0.0 990 798 1572 1218 11 0.0 1068 762 1578 960 6 0.0 2190 1266 2466 1650 5 0.0 2118 1050 2574 2112 5 0.2 2160 1212 2520 1668 6 0.3 2100 1554 2670 2376 5 0.4 2088 1296 2712 2472 5 0.5 720 1032 1416 2292 14 0.2776595409959555 0 0 1 1
458dba2869d82b94f34858fc0e9d420d,14 1 0 0 1 1
